,1년간여행여부,1년간여가/문화활동,1년간교육학습,친목단체참여여부,자원봉사경험유무,종교종류,가장중요한활동,현재경제활동여부,향후근로희망여부,노인일자리참여여부,노인일자리참여의향,향후참여하고싶은유형
9764,1,1,2,2,2,0,6,3,1,4,1,2
9783,2,1,2,2,2,2,4,1,2,1,1,2
9786,1,1,2,2,2,1,6,2,1,4,1,1
9788,1,1,2,2,2,3,6,2,3,4,1,1
9802,2,2,2,2,2,0,8,2,4,4,1,5
9804,1,1,2,1,2,1,3,2,4,4,1,5
9806,1,2,2,2,2,0,7,1,2,4,1,3
9808,2,1,2,2,2,2,6,1,2,1,1,1
9809,2,2,2,2,2,0,3,2,2,4,1,5
9846,2,1,2,2,2,1,3,1,2,1,1,1
9854,1,2,2,2,2,0,3,1,1,4,1,1
9866,1,2,2,2,2,0,3,1,1,4,1,1
9871,2,2,2,2,2,0,6,1,1,4,1,2
9883,1,2,2,2,2,0,6,1,2,3,1,1
9887,1,1,2,2,2,0,3,2,1,4,1,1
9891,2,2,2,2,2,0,3,2,3,2,1,1
9900,2,1,2,2,2,2,4,2,4,4,1,1
9902,1,1,2,2,2,0,3,2,4,4,1,1
9908,2,1,2,2,2,0,3,1,2,4,1,1
9924,2,2,2,2,2,0,3,1,2,4,1,1
9944,2,1,2,1,2,1,6,2,1,4,1,1
9963,2,2,2,2,2,0,3,2,1,2,1,1
9965,2,1,1,2,2,0,3,2,1,4,1,5
9967,2,1,1,2,2,0,3,1,2,1,1,5
9971,2,2,2,2,2,0,3,1,2,4,1,1
9972,2,2,2,2,2,0,3,1,2,4,1,1
9974,2,2,2,2,2,2,1,1,1,1,1,1
10006,2,1,2,2,2,0,3,2,4,4,1,4
10014,2,1,2,2,2,0,3,3,4,4,1,1
10017,2,1,2,2,2,0,3,2,4,4,1,1
10026,2,1,2,2,2,0,3,3,4,4,1,4
10028,1,2,2,2,2,0,7,1,2,4,1,1
10029,2,1,2,2,2,2,6,2,1,4,1,1
10038,2,1,2,2,2,0,3,1,2,4,1,2
10042,2,1,2,2,2,1,3,1,2,4,1,4
10045,2,1,2,2,2,1,3,2,4,4,1,2
10064,1,1,2,2,1,1,6,2,1,3,1,2
10070,1,2,2,2,2,0,6,1,2,4,1,1
10071,2,1,2,2,2,0,7,3,1,4,1,4
